currentValue,tokenAddr,decimals
0x123ab19,0x123ab195dd38b1b40510d467a6a359b201af056f,8
0x1eab19e,0x1eab19e6623e8cbcafc252e275f5b51c27656faf,8
0x278f5d8,0x278f5d89c85a4ac8aaa39e08444212cbb2546fd2,18
0x33b7a01,0x33b7a018934c6e90fd63189d7c4517f0f776142f,10
0xa701122,0xa701122c1b67220a8b6883d03c8ad67896b12466,8
0xae4191a,0xae4191a7eb25713ac90483ea75828ae8038f94dc,18
0xb45a505,0xb45a50545beeab73f38f31e5973768c421805e5e,18
0xb4f5438,0xb4f5438c3c2a682da351ab6b57edc8530efd67be,4
0xb518d16,0xb518d165398d9057ea8b73096edda5c7754bcd62,18
0xbf4a292,0xbf4a29269bf3a5c351c2af3a9c9ed81b07129ce4,18
0xbfd4a3c,0xbfd4a3c26996dfc9e85a951eb615aac3b84c758b,0
0xc0c2ee1,0xc0c2ee1ce1fed8f6e2764363a36db3dd4cf10022,2
0xc324a2f,0xc324a2f6b05880503444451b8b27e6f9e63287cb,18
0xc3951d7,0xc3951d77737733174152532e8b0f27e2c4e9f0dc,6
0xdc0c222,0xdc0c22285b61405aae01cba2530b6dd5cd328da7,6
0xdded69d,0xdded69d8e28d38d640f6244ab5294f309fd40ce1,8
0xdfe2bd1,0xdfe2bd1d3dcbb97804acf3ee85230e832c4a7b5d,18
0xe755f2f,0xe755f2fa95e47c5588c3037dd38e1268fa5fcecd,18
0xe94327d,0xe94327d07fc17907b4db788e5adf2ed424addff6,18
0xd286603,0xd286603e0f5de621b510a36c78c7616c015656f2,18
0xf4467ca,0xf4467cae19c5a53b9fdcd4ded678826805aa1927,8
0x26d5bd2,0x26d5bd2dfeda983ecd6c39899e69dae6431dffbb,18
0xf94e44d,0xf94e44d8ea46ccd8451d7e15264c6c4a78d3e10f,18
0xfa2632a,0xfa2632a88bd0c11535a38f98a98db8251ccbaa9e,18
0xfb12e3c,0xfb12e3cca983b9f59d90912fd17f8d745a8b2953,0
0x08711d3,0x08711d3b02c8758f2fb3ab4e80228418a7f8e39c,0
0x111111f,0x111111f7e9b1fe072ade438f77e1ce861c7ee4e3,18
0xe30e02f,0xe30e02f049957e2a5907589e06ba646fb2c321ba,8
0x14f37b5,0x14f37b574242d366558db61f3335289a5035c506,3
0x164f64e,0x164f64ef2a44444743c5472fa68fb3784060d286,3
0x179a2e4,0x179a2e413386db620d5b89a18550a3874385f726,5
0x1fc52f1,0x1fc52f1abade452dd4674477d4711951700b3d27,undefined
0x289fe11,0x289fe11c6f46e28f9f1cfc72119aee92c1da50d0,18
0xc596bd0,0xc596bd09d652827b0106292d3e378d5938df4b12,18
0xc63e7b1,0xc63e7b1dece63a77ed7e4aeef5efb3b05c81438d,4
0xc7a4eb6,0xc7a4eb66f982cde71d872398e4d1fc5fc586cb9e,8
0xd230844,0xd2308446536a0bad028ab8c090d62e1ea2a51f24,0
0xe5a219d,0xe5a219d4db92a701e79b6e548803c8ce55138686,18
0x163733b,0x163733bcc28dbf26b41a8cfa83e369b5b3af741b,18
0xe8c5e94,0xe8c5e942b76099c0c6d78271bad3ca002fa7c531,undefined
0xee688d3,0xee688d34c1cc02fc81b2f3f05c489e05d4c0b6ba,1
0xf028ade,0xf028adee51533b1b47beaa890feb54a457f51e89,18
0xd4c435f,0xd4c435f5b09f855c3317c8524cb1f586e42795fa,18
0x2001f2a,0x2001f2a0cf801ecfda622f6c28fb6e10d803d969,8
0xfb4752a,0xfb4752ad1b7153e1dbd2e6662651a11c7fc14083,8
0x0200412,0x0200412995f1bafef0d3f97c4e28ac2515ec1ece,18
0x089a6d8,0x089a6d83282fb8988a656189f1e7a73fa6c1cac2,18
0x10b123f,0x10b123fddde003243199aad03522065dc05827a0,undefined
0x2f5e044,0x2f5e044ad4adac34c8d8df738fac7743eda1409c,18
0x190e569,0x190e569be071f40c704e15825f285481cb74b6cc,12
0x1db1868,0x1db186898bccde66fa64a50e4d81078951a30dbe,18
0x222728c,0x222728c202e7164dfbd127181d46409338c4328e,18
0x22a3d74,0x22a3d74c363379189b6cc059d8fbd888e98df5ec,18
0x23cb17d,0x23cb17d7d079518dbff4febb6efcc0de58d8c984,16
0x468d58d,0x468d58d6a52249844a166d0ef045dbdd7ce0c751,18
0x268b797,0x268b7976e94e84a48bf8b2b57ba34b59ed836a74,8
0x33803ed,0x33803edf44a71b9579f54cd429b53b06c0eeab83,8
0x38c04d4,0x38c04d415f6740c7700185533a64b5f44cbf684c,18
0x415116b,0x415116bad878730f5db008ff381a73222128ad39,18
0x4470bb8,0x4470bb87d77b963a013db939be332f927f2b992e,4
0x4632091,0x4632091b0dd0e0902d1fe0534e16eb7b20328d70,18
0x46eec30,0x46eec301d2d00087145d1588282c182bd1890e5c,16
0x55e7c4a,0x55e7c4a77821d5c50b4570b08f9f92896a25e012,0
0x5cf4e9d,0x5cf4e9dfd975c52aa523fb5945a12235624923dc,0
0x5fb6a84,0x5fb6a842ea587fa8d0486589742ce68ef24834a4,18
0x614ea92,0x614ea929892ea43d3ea2c5e3311b01cc589bad6c,18
0xd65960f,0xd65960facb8e4a2dfcb2c2212cb2e44a02e2a57e,6
0xe25f097,0xe25f0974fea47682f6a7386e4217da70512ec997,18
0xf1d9139,0xf1d9139c6512452db91f25635457b844d7e22b8b,4
0xf2e51e3,0xf2e51e32d1f546423364a040ef1a6d2f05e31482,6
0xf4522ed,0xf4522eda455814d43b003bc1c38501b04d65cc4a,18
0xf7ae0da,0xf7ae0daa230bf3fb3c0e5e01e7a6e0a142c6cf7e,18
0xe256bb0,0xe256bb0b2a3457e54db3a41cf5a8b826aca222a8,18
0x1500205,0x1500205f50bf3fd976466d0662905c9ff254fc9c,4
0x18edc1b,0x18edc1b644839eed61c69e624e96bbd469a2ef52,18
0x2edc6fc,0x2edc6fcc641f0169d54abb842f96f701eae85e4e,18
0x3896874,0x38968746147bbaeb882f356ad9a57594bb158235,8
0x437cf0b,0x437cf0bf53634e3dfa5e3eaff3104004d50fb532,4
0x44830e5,0x44830e5fbe354af3c1c8d405170c08d3bc8a2cd9,8
0x2cfd4c1,0x2cfd4c10c075fa51649744245ec1d0aa3d567e23,8
0x4c382f8,0x4c382f8e09615ac86e08ce58266cc227e7d4d913,6
0x4d11061,0x4d11061ec8f401edc2395b5f439a05eee6ccfa50,18
0x4d829f8,0x4d829f8c92a6691c56300d020c9e0db984cfe2ba,18
0x4dfd2a1,0x4dfd2a190ece60e12977942c858a70644e4b18dd,2
0x4e8d979,0x4e8d979271cc2739d2bbd13b291faa3eb6df1504,18
0x580d697,0x580d69737e11cf2fb306c8fc0161b86f7c9f03ba,3
0x51ee826,0x51ee82641ac238bde34b9859f98f5f311d6e4954,8
0x540449e,0x540449e4d172cd9491c76320440cd74933d5691a,18
0x41104c8,0x41104c8d51a80d9e2969dc23256a352de4b0ec33,18
0x562952c,0x562952c749d05dca4cd004489a153c7ee7e58240,18
0x638ac14,0x638ac149ea8ef9a1286c41b977017aa7359e6cfa,undefined
0x8e10f6b,0x8e10f6bb9c973d61321c25a2b8d865825f4aa57b,18
0x9c1d13d,0x9c1d13d5a8fd4a8ac89917d31d40db454d1ee60b,18
0xc51c938,0xc51c938c4d513780c66c722a41c197d3a89fa9a8,8
0x4532100,0x45321004790a4dae7ba19217a10574d55739efc7,18
0x07d9e49,0x07d9e49ea402194bf48a8276dafb16e4ed633317,8
0x09debe7,0x09debe702678140c1be278213109719fab98d0d8,undefined
0xf62baa1,0xf62baa1997f04f165edd100d78241e07617f6ce6,18
0x4df812f,0x4df812f6064def1e5e029f1ca858777cc98d2d81,8
0x4e279d8,0x4e279d8638e8669fad40e018fc181d26ee780380,8
0x56e7f2c,0x56e7f2cd7d5382506aab084a67d70e603cdb23f7,8
0x57ad67a,0x57ad67acf9bf015e4820fbd66ea1a21bed8852ec,undefined
0x59adcf1,0x59adcf176ed2f6788a41b8ea4c4904518e62b6a4,18
0x74ceda7,0x74ceda77281b339142a36817fa5f9e29412bab85,8
0x5f54c15,0x5f54c1512d036a0dd92744ee0a55ed183dde0484,18
0x8b9c35c,0x8b9c35c79af5319c70dd9a3e3850f368822ed64e,18
0x6b9e807,0x6b9e8076a536459303db301ba4430913a7f14c5a,undefined
0x6f1a769,0x6f1a769952c60b2d03f46419adeda91d87866dab,18
0x6f7a4ba,0x6f7a4bac3315b5082f793161a22e26666d22717f,18
0xac709fc,0xac709fcb44a43c35f0da4e3163b117a17f3770f5,18
0xfcb48fd,0xfcb48fdcc479b38068c06ee94249b1516adf09cb,5
0xca48ac4,0xca48ac42c9cd4ee98813af8945a1024868ee62de,18
0xcbcc0f0,0xcbcc0f036ed4788f63fc0fee32873d6a7487b908,8
0xe4c07f4,0xe4c07f4637df3a0354f9b42a1b3178dc573b8926,0
0xe691b7f,0xe691b7ff3c9fddb8c2437412208ee4816aba7258,18
0x0f5d2fb,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,18
0xfdbc1ad,0xfdbc1adc26f0f8f8606a5d63b7d3a3cd21c22b23,8
0x2c974b2,0x2c974b2d0ba1716e644c1fc59982a89ddd2ff724,18
0xe13ef25,0xe13ef257cf4d5df928ca11d230427c037666d466,undefined
0x6fff380,0x6fff3806bbac52a20e0d79bc538d527f6a22c96b,18
0x8183dc5,0x8183dc52ce1cff90eba453c4a450f3d2d98f0ee3,0
0x8508938,0x85089389c14bd9c77fc2b8f0c3d1dc3363bf06ef,18
0x881ef48,0x881ef48211982d01e2cb7092c915e647cd40d85c,18
0x9b7593a,0x9b7593aae6b48d02668808c2dfbfc4bef35ef957,18
0x9e88613,0x9e88613418cf03dca54d6a2cf6ad934a78c7a17a,18
0xa54ddc7,0xa54ddc7b3cce7fc8b1e3fa0256d0db80d2c10970,18
0xa65ee5f,0xa65ee5fd259d94294c4ef030d1a62eeb465b9438,9
0xa8ba409,0xa8ba4095833a3f924d86cb3941099c1abb75ea13,undefined
0xb98d4c9,0xb98d4c97425d9908e66e53a6fdf673acca0be986,18
0xc4a8656,0xc4a86561cb0b7ea1214904f26e6d50fd357c7986,18
0xc9859fc,0xc9859fccc876e6b4b3c749c5d29ea04f48acb74f,0
0xd024645,0xd024645809f74043cd2133c6afeb46f0de4ad88f,18
0xf244176,0xf244176246168f24e3187f7288edbca29267739b,18
0x03df4c3,0x03df4c372a29376d2c8df33a1b5f001cd8d68b0e,undefined
0x27dce1e,0x27dce1ec4d3f72c3e457cc50354f1f975ddef488,8
0x2f1b8c9,0x2f1b8c9d0a21b747d8ca370f93cb09d3daf222ef,18
0xe7775a6,0xe7775a6e9bcf904eb39da2b68c5efb4f9360e08c,6
0x2f4baef,0x2f4baef93489b09b5e4b923795361a65a26f55e5,8
0x3136ef8,0x3136ef851592acf49ca4c825131e364170fa32b3,undefined
0x6576963,0x6576963107077cce5ec879978c03ec6bb300cc89,8
0x88fcfbc,0x88fcfbc22c6d3dbaa25af478c578978339bde77a,18
0x8bf8bcf,0x8bf8bcf8aba5ecffffd431489fe79dad38023a9b,8
0x944f1a0,0x944f1a04ab8d735acdbc46505c5b283f54289152,18
0x98f5e9b,0x98f5e9b7f0e33956c0443e81bf7deb8b5b1ed545,18
0x9b11b1b,0x9b11b1b271a224a271619f3419b1b080fdec5b4a,18
0x9b70740,0x9b70740e708a083c6ff38df52297020f5dfaa5ee,undefined
0xa2f4fcb,0xa2f4fcb0fde2dd59f7a1873e121bc5623e3164eb,0
0xa94c128,0xa94c128a138504e1f81d727cc21bcb9ae6581015,18
0x31b5e97,0x31b5e97294e1afd6fff6ffe4cba89a344555f753,18
0xc6b0142,0xc6b014274d7406641711fb8889f93f4f11dec810,18
0xd04963d,0xd04963de435bd4d25b1cc8f05870f49edbfc8c18,undefined
0xe2e5d0e,0xe2e5d0e1422e927abab19ad2067f802ad07fb364,18
0xf24d3df,0xf24d3dfffcaf9f9a5dda9c57eeeb1ac0bba49c86,18
0x3dc9a42,0x3dc9a42fa7afe57be03c58fd7f4411b1e466c508,18
0x49aec07,0x49aec0752e68d0282db544c677f6ba407ba17ed7,18
0x50ee674,0x50ee674689d75c0f88e8f83cfe8c4b69e8fd590d,8
0x621d78f,0x621d78f2ef2fd937bfca696cabaf9a779f59b3ed,2
0x64cdf81,0x64cdf819d3e75ac8ec217b3496d7ce167be42e80,18
0x8866d52,0x8866d52303e372c2a2936d8ea09afd87bcbd8cf2,10
0x55648de,0x55648de19836338549130b1af587f16bea46f66b,18
0xab16e0d,0xab16e0d25c06cb376259cc18c1de4aca57605589,4
0xb29678a,0xb29678a4805a7d787dc9589e179d27f7575bb9f7,5
0x6ecccf7,0x6ecccf7ebc3497a9334f4fe957a7d5fa933c5bcc,0
0x623b925,0x623b925b0a57a24ea8de301f2e3e692ce903f0c3,0
0x16b5a0d,0x16b5a0de0520e1964a20ac8ef4034bd7d0920d8f,18
0x0a76aad,0x0a76aad21948ea1ef447d26dee91a54370e151e0,18
0x38d1c39,0x38d1c39c3e85dbf0fc2f2d637a4872530ad07a5f,4
0x399a0e6,0x399a0e6fbeb3d74c85357439f4c8aed9678a5cbf,3
0x3a1bda2,0x3a1bda28adb5b0a812a7cf10a1950c920f79bcd3,18
0xd49ff13,0xd49ff13661451313ca1553fd6954bd1d9b6e02b9,18
0xf04a8ac,0xf04a8ac553fcedb5ba99a64799155826c136b0be,18
0x4fbc28e,0x4fbc28e3b3c1c50ee05dcd66d9fc614a0cb99705,18
0x671abbe,0x671abbe5ce652491985342e85428eb1b07bc6c64,8
0x9a0242b,0x9a0242b7a33dacbe40edb927834f96eb39f8fbcb,18
0xdd41fbd,0xdd41fbd1ae95c5d9b198174a28e04be6b3d1aa27,8
0xe1479d2,0xe1479d294807379320dca9a9e9002ac644539099,18
0xedcd827,0xedcd82784027001d7af57a34501c65a25f97fee4,18
0x149a23f,0x149a23f3d1a1e61e1e3b7eddd27f32e01f9788c7,18
0x86410db,0x86410db4d61c40a8e1df9f859069d5a15896195b,18
0x9541fd8,0x9541fd8b9b5fa97381783783cebf2f5fa793c262,8
0x9901ed1,0x9901ed1e649c4a77c7fff3dfd446ffe3464da747,18
0x9e386da,0x9e386da8cdfcf8b9e7490e3f2a4589c570cb2b2f,8
0x9838770,0x983877018633c0940b183cd38d1b58bee34f7301,undefined
0xdb45fae,0xdb45faeca61c70e271bffeaf66162fa68a1c4def,0
0xdbfb423,0xdbfb423e9bbf16294388e07696a5120e4ceba0c5,18
0xb5a5f22,0xb5a5f22694352c15b00323844ad545abb2b11028,18
0xd6adc5e,0xd6adc5e386d499361ccc5752f791b45132e7e6e4,0
0xd884f98,0xd884f9881e0aeabad79be8a69122cf998d067fff,18
0xd8950fd,0xd8950fdeaa10304b7a7fd03a2fc66bc39f3c711a,18
0xd9a0658,0xd9a0658b7cc9ec0c57e8b20c0920d08f17e747be,10
0xe3fedae,0xe3fedaecd47aa8eab6b23227b0ee56f092c967a9,18
0x705ee96,0x705ee96c1c160842c92c1aecfcffccc9c412e3d9,18
0xfdfe8b7,0xfdfe8b7ab6cf1bd1e3d14538ef40686296c42052,18
0x0ffab58,0x0ffab58ea5a71cc3ca40217706c3c401407fa4a8,18
0xf9c9da0,0xf9c9da0c81fffd491458881410903561d1e40fd0,18
0xfe7b915,0xfe7b915a0baa0e79f85c5553266513f7c1c03ed0,18
0x10b35b3,0x10b35b348fd49966f2baf81df35a511c18bd1f80,7
0x0425cbb,0x0425cbbc5ff784203fe8d82beefa2b02634351f5,18
0x0aef06d,0x0aef06dcccc531e581f0440059e6ffcc206039ee,8
0x0c6c9be,0x0c6c9beeeb5de377210930f09a7ac9a99ff5e981,18
0x1175a66,0x1175a66a5c3343bbf06aa818bb482ddec30858e0,18
0xe8c0967,0xe8c09672cfb9cfce6e2edbb01057d9fa569f97c1,18
0xe99a76d,0xe99a76d5fb19bc419d72f355050045fad88e060f,18
0xf0f8b0b,0xf0f8b0b8dbb1124261fc8d778e2287e3fd2cf4f5,3
0xf99f901,0xf99f901124cbbe180984a247ba94cfba0c764b2e,6
0xfb7da98,0xfb7da9863e030495db8b4d067d665fc8433fff85,18
0x049a5bf,0x049a5bf874f241d94232137ef728a9c7dd0d7550,18
0x08f8117,0x08f8117155aa9414b67113a47ad269d47974e9dc,18
0x1a61250,0x1a61250a2bea646478184730d25648811bd429fe,8
0x1f103fd,0x1f103fd7c4fa908c25387da70ed287b632bd22a2,18
0x202e295,0x202e295df742befa5e94e9123149360db9d9f2dc,8
0x2233799,0x2233799ee2683d75dfefacbcd2a26c78d34b470d,18
0x22f0af8,0x22f0af8d78851b72ee799e05f54a77001586b18a,undefined
0x2405cc1,0x2405cc17ba128bfa7117815e04a4da228013f5bc,8
0x24aef3b,0x24aef3bf1a47561500f9430d74ed4097c47f51f2,4
0x26607f9,0x26607f9bf9d62a37b0c78e1d3719fcd1fa32bef9,18
0x32c785e,0x32c785e4e8477b277fea2ca2301727084d79d933,0
0x37f014c,0x37f014c64d186eaf879c0033846b51924ce42584,0
0x27537ff,0x27537ff4df3081cef9bee9b29cac764067b42611,0
0x4649247,0x46492473755e8df960f8034877f61732d718ce96,undefined
0x4b35e0a,0x4b35e0ab998ebe8414871c13cf778f9d0bbdf609,18
0x52a17ca,0x52a17ca01b9925752aefde41bf80d7b10514e136,15
0x5882d49,0x5882d49d3511e09096cbbab7e19fbfb82f65f28d,18
0x5fb05ff,0x5fb05fffe4be327ab88dacd6ee61e60ddc8958ae,18
0x60200c0,0x60200c0fefc1d0ade1e19a247b703cf3ccdc915a,8
0x63e6343,0x63e634330a20150dbb61b15648bc73855d6ccf07,18
0x25432dd,0x25432dd810730331498c22fbf6b98432e7ef3e66,undefined
0xf152fca,0xf152fca41bd23ff250292af391236db35e0e99c3,8
0x0766e79,0x0766e79a6fd74469733e8330b3b461c0320ff059,18
0xf6b55ac,0xf6b55acbbc49f4524aa48d19281a9a77c54de10f,18
0x153e140,0x153e140548c6bfca761b6a4a45730bd1401c74d2,18
0x044dd17,0x044dd17bbbcbf1cf65f543918561bf8cf8130e7b,undefined
0xfd21968,0xfd219686033da14219142504c7a63ae8a4912134,undefined
0x5afda18,0x5afda18caba69fe3af5e6d56e42e1c9f92c40d77,18
0x181a637,0x181a63746d3adcf356cbc73ace22832ffbb1ee5a,8
0xb3bd49e,0xb3bd49e28f8f832b8d1e246106991e546c323502,18
0x1735fc2,0x1735fc2b89b80d1ae33c35dd55eae7fa7642f336,18
0x17fd666,0x17fd666fa0784885fa1afec8ac624d9b7e72b752,14
0x1b957dc,0x1b957dc4aefeed3b4a2351a6a6d5cbfbba0cecfa,18
0x1ccc29f,0x1ccc29f9ced9d1a5ce81a7262eac8fcd7eca5788,8
0x2160e6c,0x2160e6c0ae8ca7d62fe1f57fc049f8363283ff5f,18
0x24cebc1,0x24cebc1548e698feffb5553b8ac8043b51069faa,12
0x289925d,0x289925d08b07e73dd0dd02d1407c877942215082,18
0xf8fa1a5,0xf8fa1a588cd8cd51c3c4d6dc16d2717f6332e821,2
0x2ca72c9,0x2ca72c9699b92b47272c9716c664cad6167c80b0,18
0x3e250a4,0x3e250a4f78410c29cfc39463a81f14a226690eb4,8
0xc78593c,0xc78593c17482ea5de44fdd84896ffd903972878e,9
0xc87c5dd,0xc87c5dd86a3d567ff28701886fb0745aaa898da4,18
0xc99ddc3,0xc99ddc30bb0cf76b07d90dcb6b267b8352697bef,18
0xd234bf2,0xd234bf2410a0009df9c3c63b610c09738f18ccd7,8
0xe81d72d,0xe81d72d14b1516e68ac3190a46c93302cc8ed60f,18
0x1831887,0x1831887fbabf783910db128e60c41bfa016059d8,18
0x1daaf3d,0x1daaf3d62582639c6a7eabb467e2db9b56fafbbd,18
0x2d9765a,0x2d9765a94ff22e0ca3afc3e3f4b116de2b67582a,16
0x2f85e50,0x2f85e502a988af76f7ee6d83b7db8d6c0a823bf9,8
0x43ee79e,0x43ee79e379e7b78d871100ed696e803e7893b644,undefined
0x494bbaf,0x494bbaf0124285e6ecb4dfd9eac76e18a9bf470f,18
0x4a536c1,0x4a536c1ce7ad7f6e8d2e59135e17aef5ef4dd4e6,3
0x5925f67,0x5925f67d2767d937f47141dac24166b469558222,2
0x4de2573,0x4de2573e27e648607b50e1cfff921a33e4a34405,18
0x4e260e3,0x4e260e3ca268e40133c84b142de73108a7c1ec99,0
0x51c6a6e,0x51c6a6ef1352578ff01b078313e6779b88bdcb1e,18
0x44e6d9a,0x44e6d9ae9053a16e9311fd9702291c5516804359,0
0x52f7018,0x52f7018bc6ba4d24abfbaefccae4617bfb0a0b52,undefined
0x550879f,0x550879f1778b575ddc8eb2095fbc9f4783b5f2f6,8
0x55a0dd2,0x55a0dd2f1b1d8034894c99507b6439eca479cf62,18
0x55c2a0c,0x55c2a0c171d920843560594de3d6eecc09efc098,4
0x569cbdc,0x569cbdcc684edcc589939cc8f6b96e6abd9eb0f3,6
0x5ca71ea,0x5ca71ea65acb6293e71e62c41b720698b0aa611c,undefined
0x64ff248,0x64ff248ddd36430e3640fbea76999941a8bccbd7,18
0x697beac,0x697beac28b09e122c4332d163985e8a73121b97f,8
0x9d5b592,0x9d5b592b687c887a5a34df5f9207adb2c2db3aec,18
0xff603f4,0xff603f43946a3a28df5e6a73172555d8c8b02386,18
0x01a28ad,0x01a28adc0edd796b570ec4da734e1aa809f6f1fc,18
0x13ea82d,0x13ea82d5e1a811f55bda9c86fdd6195a6bd23aed,8
0x10c0337,0x10c0337c42843e0b8ce743d7d5ff39b711f3ad82,18
0x255aa6d,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6,18
0x8f0921f,0x8f0921f30555624143d427b340b1156914882c10,18
0x9720b46,0x9720b467a710382a232a32f540bdced7d662a10b,18
0xea1f346,0xea1f346faf023f974eb5adaf088bbcdf02d761f4,18
0xecd570b,0xecd570bbf74761b960fa04cc10fe2c4e86ffda36,8
0xc499ea9,0xc499ea948a1ad5d8eaf12abd2f67975c4dbe21aa,18
0xce59d29,0xce59d29b09aae565feeef8e52f47c3cd5368c663,18
0xd3e2f9d,0xd3e2f9dfff5a6feeece5dbcee3b86cb375fd8c98,8
0xd5f788c,0xd5f788ca0de8f17cbde1d1e35aa8f005a87fa00b,8
0xd819e89,0xd819e892f4df8659188e8bda839fdf2215a513bc,18
0xf444cd9,0xf444cd92e09cc8b2a23cd2eecb3c1e4cc8da6958,9
0x24021d3,0x24021d38db53a938446ecb0a31b1267764d9d63d,18
0x01afc37,0x01afc37f4f85babc47c0e2d0eababc7fb49793c8,18
0xc9b89f6,0xc9b89f6b5301f554b9adc6d4a871c3279820de40,18
0x1d10997,0x1d10997e92011398a20612f9ee87e33449bc1fe4,18
